price,bedrooms,sqft_living,floors
620000,4,2350,1
735000,4,3100,2
450000,4,2040,1
450000,4,2000,1.5
842500,4,2160,2.5
360000,3,1970,1
585000,3,2270,2
461000,3,1850,1
345000,2,1350,1
1.08E+06,3,3280,1
643000,4,2270,2
690000,4,2820,2
282000,4,1200,1.5
549000,3,2000,1
815000,3,2310,2
2.20E+06,5,4640,2
700000,3,2330,2
933399,3,3940,2
290000,3,1440,1
372000,4,1960,1
450000,2,1250,1
303700,3,1981,2
672000,4,2440,2
334000,4,1150,1.5
260000,2,1120,1
749950,3,1800,1
330000,4,2380,2
830000,5,2920,2
1.13E+06,3,2790,1
320000,3,1560,1
260000,2,1550,1.5
225000,3,1700,1
279200,1,640,1
520000,4,2680,2
505000,3,1860,2
234000,3,1490,1
503000,4,2470,2
606000,4,2390,1
433500,3,1230,1
250000,3,2840,1
719000,3,2120,2
381000,3,1770,1
267000,3,2495,2
275000,1,1170,1
651000,4,2740,2
439000,2,1050,1
325000,2,1130,1
490000,2,880,1
519900,4,2403,2
545000,4,3410,2
1.06E+06,4,5320,2
542000,4,1900,1
465000,4,1810,2
408000,2,1200,1
292000,4,2060,2
253000,3,1250,1
280000,2,910,1
658588,3,2560,2
635000,4,1920,1
439000,4,2240,2
300000,3,1260,2
345000,3,1360,1
283500,4,2100,2
425000,2,2110,1.5
685000,3,2210,1
750000,3,2360,2
245000,4,1280,1
585444,6,2740,1
706000,4,2740,2
445000,4,2630,1.5
241000,3,1650,1
1.18E+06,2,1770,2
530000,3,1500,1.5
350000,3,1430,1
1.70E+06,4,3190,2
389000,3,1280,1
799000,4,2390,2
1.40E+06,4,4040,1
340895,2,920,1
780000,4,2730,2
350000,2,1320,1
470000,3,2620,2
914600,4,3180,2
354000,4,2900,2
470000,5,1900,1.5
715000,3,1760,1
265000,2,760,1
2.54E+06,4,3710,2
640000,3,1530,1
290000,4,1990,2
480000,5,3830,1
535000,3,2040,1
907000,3,2170,1
459000,3,1620,1
1.36E+06,3,3600,1
264950,3,1470,1
352950,3,1760,1.5
491500,3,2230,1
1.23E+06,4,3770,2
369500,3,1200,1
566000,3,2090,2
290000,3,1500,1
5.35E+06,5,8000,2
180000,3,870,1
215000,2,1010,1
302000,2,1010,1
352500,3,1860,1
235867,4,1330,1
500000,3,1760,2
382000,3,1800,2
515000,5,1690,1.5
250000,1,660,1
672500,3,2400,1.5
755000,3,3020,2
707500,3,1500,2
459000,4,1560,1
140000,3,1090,1.5
495000,2,970,1
757000,3,3190,2
765000,3,3190,2
359000,4,1890,1
440000,3,1050,1
400000,4,1390,1
652000,3,1700,1
260000,3,1050,1
1.33E+06,5,3340,1
519500,4,1540,1
650000,3,1710,1.5
280000,4,2100,2
515000,4,1730,1
400000,3,1500,2
652100,3,2380,2
235000,6,2180,2
701000,4,1840,2
640000,4,2341,2
455800,3,1690,2
504750,3,2490,2
483000,3,2440,2
530000,3,920,1
250000,2,1030,1
229950,5,2000,1
884744,4,4210,2
514000,3,1610,1
532000,3,1910,1
423000,4,2660,2
420000,2,820,1
521000,3,1730,1
577000,4,2360,2
425000,3,970,1
495000,4,2460,2
340000,3,2690,2
499950,3,1820,2
1.22E+06,4,3470,2
720000,4,3370,1
249000,3,1700,1
206135,3,1340,1
300000,5,2000,2
612000,6,3840,1.5
1.10E+06,5,3890,2
230000,4,1220,1.5
850000,3,2280,1
355000,4,2770,1
442000,4,2520,2
399000,4,3060,2
360000,4,2390,2
390000,3,1320,1
413000,5,2900,1
190000,2,700,1
432900,3,2210,2
621138,3,2180,2
270000,3,2080,1.5
610000,4,2090,1
500000,3,1720,1
715000,4,2460,1
264000,3,1470,1
550000,3,1650,1.5
337000,3,1690,1
170000,3,970,1
405000,4,2030,1
775000,4,2540,1
425000,3,1570,1
713000,5,2580,2
555000,5,2090,1
810000,4,3260,2
1.25E+06,4,3830,2
819000,3,2130,2
409900,3,1690,2
935000,2,1780,2
657500,4,1620,1
900000,6,4210,2
932800,5,2980,2.5
391000,3,1490,1
420000,4,2110,2
1.30E+06,6,6563,2
415000,3,1510,1
350000,3,1830,1
375000,2,1230,2
860000,3,2180,1
495000,4,2220,1
250000,4,1730,1
365000,4,1990,1
503000,3,1540,1
150000,2,1100,1
450000,4,1640,1
355000,4,2590,2
245000,3,1450,2
265900,3,1180,1
299000,4,1820,1
957500,4,2360,2
343000,3,1120,1
307500,3,1646,2
937500,5,4210,2
610000,3,2480,1
720000,3,1590,1
610000,4,2130,1.5
434500,3,1650,1
602500,2,3090,1
607010,4,2180,2
610000,3,1800,1
828500,4,3720,2
199990,3,1100,1
294000,3,1530,1
789500,4,3010,2
797000,3,3500,2
539950,5,3100,2
284950,4,2000,1
776500,4,2290,1
525000,4,2400,1
303000,3,1850,2
722080,3,3680,2
140000,3,1060,1
235000,3,1060,1
440000,3,1610,1.5
605000,3,2330,1.5
380000,2,1210,1
352000,4,1530,1
420000,4,2270,1
1.18E+06,4,2590,2
1.38E+06,3,1850,1
300000,3,1500,1.5
1.15E+06,4,4740,2
453500,2,1710,1
443500,3,1920,1
332000,2,1150,1
655000,3,2320,2
475000,4,1420,1.5
372500,3,1550,1
1.05E+06,4,2920,1
500000,3,1620,1
900000,6,2300,1.5
327500,3,1070,1
390000,3,1790,1
451101,2,1510,2
455000,4,1340,1.5
650000,4,3350,2
895000,3,2500,2
800000,4,2350,1
703770,4,2550,2
249950,3,1320,1
512000,2,1270,1
780000,5,3480,1
336000,3,2820,2
285000,3,2110,1.5
229900,3,1100,1
667500,4,1920,1.5
378000,4,1890,1
454000,3,2530,2
537500,4,2550,2
425000,3,1550,1.5
290000,3,1760,1
349500,3,1270,1
370000,3,1250,2
549500,3,1620,1
245000,2,710,1
208000,3,1070,1
248000,4,2320,1
610000,4,5450,1.5
550000,4,1670,2
750000,3,3010,2
192000,2,1340,1
169317,2,790,1
1.20E+06,4,3400,2.5
880000,2,1530,1.5
210000,1,930,1
180500,3,1540,1
540000,4,1990,2
520000,3,2300,1
177500,3,1220,1
415000,3,2380,1
495000,4,2020,1
325000,3,1890,1
440000,2,1330,1
411000,3,1490,1
810000,5,3550,2
561750,5,2040,1
835100,4,2380,1
450000,3,1780,1
238000,3,1650,2
299000,3,1510,1
570000,2,1100,1
340000,3,2190,2
450000,2,1760,1.5
272750,4,1800,1
520000,4,2000,2
284950,3,990,1
255000,2,1480,1
231500,2,1200,1
415000,1,3000,2.5
330000,4,3504,2
365000,3,1300,1
425000,4,1330,1.5
400000,4,1850,1
335000,4,2240,2
342000,3,1260,2
490000,8,2800,2
331500,4,1820,1
960000,3,1730,3
720500,4,3350,2
830000,3,3370,2
662990,3,1240,1.5
220000,4,2340,1.5
349950,5,1880,1
550000,3,1810,1
396000,3,2340,1
635000,4,2820,2
293000,3,1020,1
339000,3,2090,1
285000,4,1830,2
775000,6,2980,1.5
224000,4,1600,1
2.25E+06,4,4440,2
165050,3,1200,1
275000,3,1230,1.5
445000,5,2930,1
510000,3,2370,1
1.23E+06,4,3040,2
390000,3,1610,1
460000,3,2350,1
700000,3,2000,1
874150,4,3530,2
470000,3,2220,2
374000,3,2000,1
510000,2,1210,1.5
467000,2,1140,3
576000,4,2440,2
196440,3,1560,1
825000,4,3210,2
281000,2,930,1
326000,3,1782,3
340000,3,1740,1
440000,5,3690,1
749000,4,2930,2
340000,4,1230,1.5
561000,3,2000,2
270000,3,1520,1
600000,2,1040,1
219900,4,1120,1
617000,3,3020,2
469000,3,1820,2
229000,3,1370,1
1.27E+06,4,3130,2.5
365000,3,1640,1
429000,4,2650,2
550000,4,2850,2
453000,3,1820,1
187500,3,1180,1
520500,6,1880,1
300000,3,1280,1
799000,4,3120,2
338000,3,2470,2
800000,3,1700,1.5
360000,2,1180,1
442500,6,2800,1
700000,4,1300,1
830000,5,3040,1
360400,3,1630,2
345000,3,1340,1
300000,3,1830,1
350000,3,1240,1
368000,4,2500,1
264000,3,1760,1
435000,3,2660,1
200000,3,2060,1.5
620000,5,2540,2
1.68E+06,5,4830,2
337000,3,1400,1
1.93E+06,4,4280,2
544500,4,2230,1
252000,1,680,1
445000,4,2340,2
379500,3,2070,2
189950,4,1910,1
469000,3,950,1.5
600000,5,2910,1
785000,3,2930,2
372000,4,2610,2
445000,5,3880,2
508000,4,3320,2
780000,5,1940,2
541100,4,2510,2
729000,4,2660,2
397000,3,1710,1
451555,2,1320,1
300000,2,960,1
416000,3,1790,1
490000,2,950,1
480000,6,2940,2
368000,2,930,1
1.04E+06,3,4570,2
545000,3,2370,1
850000,5,3430,2
550000,4,3540,2
600000,3,2240,2
535000,4,2710,1
599950,3,2660,2
531000,5,2540,1
530000,4,2210,2
597326,4,3570,2
805000,4,3450,2
390000,4,2330,1
487250,4,1690,1.5
301000,3,1030,1
1.18E+06,5,2560,1.5
299000,4,1950,2
2.35E+06,4,4370,2.5
400000,4,2350,2.5
467500,4,3160,1
305000,4,2430,2
210000,3,1340,1
300000,3,1010,1
327500,3,1770,1
269000,3,1210,1
975000,4,3330,1
355000,3,1240,1
712000,3,1250,1.5
883000,4,2960,2
190000,2,840,1
443000,3,1530,1
920000,4,3750,2
285000,4,2150,1
901000,4,1560,1
552500,3,2040,1
256000,2,860,1
341000,3,1720,1.5
279000,4,2090,2
686000,4,2130,2
225000,2,1300,1.5
215500,2,1220,1
950000,4,2420,1.5
503000,4,2940,2
780000,3,2610,2
212000,4,1880,1
580000,4,2330,1.5
465000,4,2200,2
206000,4,1720,1
615000,3,2250,2
519000,4,1640,1.5
1.14E+06,4,4130,2
330000,5,2600,2
240000,4,1920,1
574000,3,2060,1
930000,4,5710,2
850000,4,2720,2
415000,3,1490,1
480000,3,2360,1
300000,5,1940,1
439000,4,2570,2
450000,3,1160,1
589000,3,2660,1
477000,3,1260,2
587500,4,1780,1
1.32E+06,4,3180,2
1.43E+06,4,3380,2
700000,4,2690,2
275000,2,1180,1
367500,3,1660,1
453250,4,2260,2
607000,5,1910,1
255000,4,2430,1
501000,2,1300,1
450000,3,1060,1
360000,3,2200,2
460000,4,1720,1.5
753000,3,2360,1
389950,2,820,1
469000,2,1030,1
550000,4,2030,2
565000,5,2700,1.5
189650,2,1100,1
1.53E+06,4,3620,2
260000,3,1340,1
243000,3,1790,1
1.10E+06,4,3830,1
249000,3,1580,1
720000,2,2020,1
905000,4,3330,2
824500,4,2610,1.5
762500,4,2610,1
580000,3,1740,3
380000,3,1840,1
805000,3,1080,1
520000,4,1240,1.5
1.57E+06,5,5620,3
175000,2,1170,1
353500,4,1760,2
500000,4,2230,1
386500,3,1520,1
210000,2,1450,1
439500,3,1600,1
315000,5,3220,2
339000,4,1830,2
655000,4,2200,1
740000,2,2170,1
685000,5,1900,2
550000,5,2960,1
405000,2,1710,2
765000,4,2620,1
625000,3,2140,2
207000,4,2100,1.5
370000,4,2100,1.5
475000,3,1460,1
365000,2,990,1
411800,4,2190,1
668000,5,3990,2
618000,3,2340,2
247500,4,2460,1
345000,5,2080,1
616300,3,1700,2
348000,3,1330,1
425000,3,1630,1
850000,5,2920,1
820000,5,2830,2
832000,4,3190,2
835000,3,1490,2
350000,3,1630,2
349000,4,2280,2
1.13E+06,6,3010,2
320000,3,1590,2
150000,3,1250,1
340000,3,1710,1
785500,4,3280,2
410500,4,3362,2
580000,3,2200,2
345000,2,830,2
550000,3,2160,1.5
449500,4,2580,2
300000,3,2150,1
915000,4,3510,2
1.58E+06,4,3810,2
599000,4,2020,1
755000,4,2120,1
400000,3,1250,1
133000,3,980,1
330000,4,1250,1
330000,4,1100,1.5
375000,3,1330,1
485000,4,2560,1
470000,4,1850,1.5
1.05E+06,4,2790,2
548800,4,1660,1.5
315000,2,1080,1
590000,3,3030,1
439950,4,2380,2
325000,3,2250,1
400000,2,880,1
685000,4,2770,2
339950,3,1340,1.5
315000,3,1660,1
411753,3,1710,2
577000,2,1620,1
500000,3,1530,1
210000,3,1440,1
640000,4,2020,1
460000,4,1870,1
265000,2,620,1
740000,5,5774,1
230000,3,1240,1
315000,3,1890,1
432000,3,2410,1
467000,3,1530,2
255000,5,2800,1
316500,3,1460,1
190000,4,1580,1
490000,3,1450,1.5
378000,4,1990,1
598800,6,4470,3
333800,5,1980,1
690000,4,2920,2
320000,4,1660,1
1.25E+06,4,3190,1.5
335000,3,1560,1
840000,3,3050,1
608250,4,3030,2
550000,3,2260,2
240000,3,1260,1
998000,3,3370,2
275000,3,1490,1
284200,3,1570,1
1.72E+06,4,4490,2
2.40E+06,4,4090,2
930800,5,4150,2
930000,4,2900,1
215000,4,1430,1
480000,2,1008,1
483945,2,1480,1
347000,3,1240,1
232500,3,1370,1
390000,4,1770,1
550000,3,2160,1
590000,4,2340,2
420850,1,960,1
345000,4,2280,1
429800,3,1970,1
302000,4,1530,1.5
800000,4,1790,1.5
250000,3,1700,2
605000,3,2660,1
412000,3,1950,1
252000,3,1340,2
375000,3,1130,1.5
725000,2,1950,1
471750,5,3790,1
490000,4,2020,2
439000,2,800,1
355000,4,1770,1
250000,1,940,1
780000,4,2260,1
409000,2,890,1
420000,2,860,1
200000,1,680,1
830000,2,2130,1
695000,3,2390,2
815000,4,3488,2
210000,3,1260,1
635000,3,2940,1
562500,4,2440,2
402500,4,2600,2
555000,3,2080,1
310000,3,1990,1
500000,4,2840,2
430000,6,2630,1
1.60E+06,3,2820,2
627500,4,1560,1.5
335000,4,2330,2
962000,4,3320,1
299000,3,1730,1
399950,4,3110,2
322000,3,1230,1
430000,2,950,1
307000,3,1890,1
194000,3,1010,1
180000,3,1010,1
465000,4,2340,1
722500,4,2460,2
470450,2,1010,1
280000,3,1650,2
176250,4,1440,1
560000,5,1710,1.5
830000,3,2760,2
276900,2,1350,1
625000,3,1660,2
1.02E+06,4,2960,2
463500,1,1090,1
485000,3,3110,2
272000,3,1380,1
305000,2,1290,2
760000,3,1980,1
387500,2,870,1
352000,4,2470,2
507000,3,2140,1
156000,3,770,1
580000,3,1490,3
630000,4,2510,1
275000,5,1950,1
835000,5,3600,1
340000,4,2380,2
329350,2,720,1
1.48E+06,3,4070,2
475000,3,1250,1
719950,3,2190,3
235000,1,810,1
875000,3,2440,1
380000,4,1740,1
325000,3,1480,1.5
475000,4,2120,2
152900,1,900,1
210000,2,1190,1
350000,4,1010,1
505000,3,2100,2
464900,4,2020,1
650000,3,2520,1
369950,2,1370,2
250000,3,1530,2
320000,3,1530,2
2.53E+06,4,5040,1
340000,4,2530,2
440000,2,1010,1.5
219950,3,1200,1
940000,4,2720,1
399950,4,1850,1.5
1.57E+06,3,2340,1
528000,4,1860,1
545000,4,1940,1
575000,2,1680,1
235000,4,1770,1
272000,3,1790,2
380000,4,1720,1
195000,3,1280,1.5
297000,3,1690,2
349000,4,2190,2
320000,2,710,1
319990,4,1890,1
439900,2,1410,1.5
429000,3,2210,2
272500,3,1540,1
400000,4,1350,1
462000,5,1380,1.5
510000,2,890,1
550000,3,1900,2
150000,3,1240,1
460000,3,1730,1
632500,4,2090,2
361000,3,1650,1
437000,3,1130,2
370000,6,3240,1
884250,4,3840,2
225000,3,1200,1
235000,2,870,1
767500,6,2410,2
1.20E+06,3,1560,1.5
715000,3,2410,2
417000,4,2300,1
199000,3,1390,1
875000,5,2920,2
545000,4,1370,1.5
192500,2,950,1
822500,3,3090,2
800000,4,2390,1
1.25E+06,3,2070,2
3.85E+06,4,5770,2
295000,3,1460,2
419000,2,1510,1
1.20E+06,5,5180,1
750000,4,3430,2
502000,4,1700,1
1.03E+06,3,2640,1
398500,3,1200,1.5
700000,2,1850,1.5
248000,5,1510,1
800000,4,2130,1
383000,4,2640,2
688000,4,3000,1.5
521000,3,1870,1
365000,2,990,1
491000,3,2005,1
643000,3,2030,1
279000,3,1500,1
583500,4,1530,1.5
310000,3,1990,2
310000,3,1420,1
280000,3,1400,1
272000,4,1870,2
870000,4,3040,1.5
307000,3,1790,1
490000,2,1590,1
399950,3,2050,1
1.64E+06,5,4220,1
989000,5,4030,2
264950,4,1770,1
491500,4,2100,1
345000,3,2120,2
339900,4,2600,1
852000,3,2400,2
585000,5,3180,1
723000,4,2790,1
594000,3,2080,2
405000,2,1370,2
725500,4,2790,2
800000,2,1740,1
1.33E+06,3,6400,1
180500,3,1800,2
325000,3,1800,2
235000,3,1190,1
330000,2,860,1
678500,3,2460,1
463000,4,1980,2
250000,2,670,1
655000,3,1410,1.5
239900,4,1860,1
185000,3,980,1
1.74E+06,4,3040,2
251700,3,1810,1
400000,4,1560,1
735000,4,2100,1
1.70E+06,5,2500,2
82500,2,520,1
765000,4,3010,2
292500,4,2140,1
270000,3,2390,1
415000,2,1510,1
950000,4,2210,1
353000,3,2170,2
670950,3,1790,3
280950,3,1390,1
585000,3,1850,1
525000,2,1480,1
605000,3,1850,1
1.01E+06,4,3350,2
245990,3,1040,1
535000,4,2810,2
410000,1,1010,1
550000,3,2250,2
665000,3,1800,1
455000,3,2400,1
440000,4,1780,1.5
332000,3,2120,1
280000,3,1860,2
570000,3,1460,2
250000,3,1230,1
238000,2,1088,1
265000,3,800,1
306000,3,1190,1
345000,5,1940,1
765000,4,3300,1
346300,4,2590,2
342500,3,2080,1
501000,4,2680,2
270000,3,1670,1
638000,3,1830,1.5
460000,3,1400,1
760000,4,2770,1
1.09E+06,3,3630,1
234000,3,1040,1
1.65E+06,3,2690,2
488000,5,2020,1.5
1.55E+06,5,2450,2
499000,4,2030,2
150000,3,1450,1
333000,4,2400,2
700000,4,2870,1
275000,4,1340,1.5
330000,3,1680,1
360000,4,1850,1
467000,3,1220,1.5
568000,3,2320,1
605000,5,3220,2
750000,4,3190,2
760000,3,3530,2
265000,3,2050,1
490000,3,1720,1
360000,4,2850,2
311750,4,2270,1
399000,3,1880,1
347000,4,2770,2
1.68E+06,4,4490,2
585000,4,3110,2
340000,4,2360,2
612000,3,2180,2
230000,2,1910,2
604000,4,2260,2
250000,3,1770,1
258500,3,1460,1
783000,4,2080,1
1.05E+06,5,2960,1
760000,4,3220,2
276000,3,1140,1
550000,4,1660,1
398000,4,1430,1.5
775000,3,1820,1.5
1.03E+06,4,3540,2
327000,4,1620,1.5
564500,4,3100,2
782000,4,1500,1.5
398000,4,2820,2
257000,3,1850,1.5
235000,4,1570,2
453000,4,2300,1
535000,2,920,1
275000,3,1600,2
665000,3,2630,2
670000,4,3020,1
465000,3,1490,1
210000,3,1160,1
265000,4,2040,2
426000,2,1550,2
529219,4,1990,1
600000,3,1900,1.5
875000,5,3840,2
608000,4,2400,1
220000,3,1660,1
1.76E+06,4,6055,1
295450,3,2030,1
315000,2,840,1
205000,4,1450,1
310000,3,1460,1
1.00E+06,5,2010,1.5
525000,4,2910,2
284000,4,1880,1
510000,3,2170,1
405000,2,1260,1
509950,3,1970,2
600000,4,2090,2
990000,4,3450,2
280005,3,1130,1
700000,3,2600,1
330000,3,1030,1
340000,2,1700,1
468000,2,1480,2
1.34E+06,4,4250,2
515000,3,1600,1
245000,4,1870,1
265000,3,1440,1
372400,3,2720,2
390000,3,1240,1
208000,3,1020,1
273000,2,1180,1
455000,5,3080,2
270000,4,1750,2
618000,4,2530,1
213550,3,1580,2
210000,5,2340,2
2.75E+06,5,6300,2
403500,4,2400,1
235000,3,1300,1
287500,3,1760,1
546800,4,1520,1
183000,3,1070,1
560000,3,2560,1
299500,3,1280,1
610000,4,1660,1
288350,3,1860,1
500000,2,950,1
625000,4,2140,1
418000,2,1480,2
660000,3,2260,2
775000,4,2300,2
429500,3,1650,1
569000,3,1990,1.5
250000,4,1960,1
225000,3,1310,1
530000,4,2450,1
306000,3,910,1
517100,3,1580,1
354950,3,1780,1
348000,3,1040,1
522250,4,2340,1
275000,3,1720,1
390000,3,1600,1
260000,3,1320,1
585000,5,2350,1.5
605000,5,2740,1.5
342000,4,2300,2
900000,5,4350,2
252000,3,1430,1
357000,3,2400,1
370000,3,940,1
322500,3,1020,1
210000,2,1680,2
290000,2,1340,1
860000,4,3960,2
302000,6,2650,1.5
369160,4,2120,2
1.19E+06,4,2850,2.5
993000,4,2850,2
380000,6,1870,1
635000,4,2660,1
260000,3,1190,1
243000,2,1770,1.5
1.40E+06,4,2770,2
665000,4,2080,1
898000,5,2700,2
583000,4,2200,1
429000,4,2160,2
471000,3,2010,2
1.81E+06,3,3780,2
739500,3,4460,2
450000,3,1770,1
552500,3,1430,1
437000,4,1700,1
270000,4,1830,1.5
226740,3,1410,1
446500,4,3060,1
283000,3,1820,2
445000,4,2430,1.5
250000,2,740,1
307000,3,770,1
315000,4,2200,1
555000,3,2920,1.5
264900,4,2040,1
510000,3,1600,1
328000,4,1990,2
358000,4,1830,2
325000,3,2540,2
1.37E+06,2,2700,3
230000,4,1440,1
545000,3,1550,1
705380,3,2490,2
459000,5,2650,1
815000,4,2000,2
495000,6,3440,2
520000,3,2280,2.5
430000,2,1320,3
255000,4,2070,2
588000,3,1860,2
350000,3,940,1
625000,4,2290,1
172500,2,1510,1
554000,3,1830,1.5
775000,4,3090,2
1.19E+06,4,4340,2
618000,3,3200,2
305000,4,1560,1.5
232000,3,1280,1
262000,4,2020,2
234000,3,1040,1
500000,4,2260,1
278000,3,860,1
230000,5,1920,1
500000,4,2290,1
366500,4,2070,1
665000,6,4250,2.5
1.10E+06,3,2220,2
575000,2,1840,1
674750,4,2590,2
719000,5,3110,1
482000,3,2600,1
254000,2,1060,1
443725,3,1250,1
575000,4,2520,2
469000,3,2070,1
175000,2,1300,1
437000,5,2190,1
550000,4,2760,1
172040,3,1710,1
363000,3,1750,1
282000,3,1552,2
400000,6,2350,2
650000,5,5110,2
365000,3,1720,2
269950,4,1960,2
260000,2,1270,1
193000,3,1180,1
340000,4,2230,2
900000,4,4700,2
371000,3,2150,2
592000,3,2400,2
300000,3,1830,2
449950,4,2800,2
299500,3,2090,2
995000,4,2340,1
335000,4,1670,1
280000,4,1990,1
446000,4,2270,1
1.54E+06,4,4910,1
325000,3,950,1
450000,3,1610,1
322500,4,1940,2
453000,3,1210,1
655000,4,2570,2
603000,3,1700,2
235000,4,1610,1.5
968933,4,4120,2
1.02E+06,3,2880,1
435000,4,1990,2
242000,3,1260,1
487000,6,4750,2
810000,4,3010,2
625000,3,2410,1
165000,3,1280,1
335000,3,2320,1
286700,3,1220,1
699000,2,1400,1
280000,3,1590,1
580000,4,2220,2
754800,2,2770,2
525000,4,2303,2
562000,3,1600,1
575000,4,1280,1
808900,5,2900,2
992000,3,2950,1
335000,3,1700,2
473000,3,1050,1
350000,4,2990,1
1.60E+06,5,3100,2.5
305500,3,1240,1
306000,2,780,1
233000,2,850,2
490000,3,1540,1
445000,4,2280,2
355000,3,2550,1
360000,2,1770,1
737500,3,2320,2
985000,3,2600,2
349950,2,1570,2
520000,4,3060,2
355950,4,1960,1
485000,5,3270,2
143000,3,1090,1
3.28E+06,2,6840,2.5
355000,3,940,1
1.13E+06,5,3880,2
200000,5,1770,1
913000,4,3640,2
1.60E+06,3,3160,1
409900,2,1590,2
265000,4,1290,1
740000,5,3655,1
306000,4,2490,2
381000,3,1470,2
1.22E+06,3,3960,2
1.05E+06,3,3190,1
408000,2,810,1
739900,5,2980,2
674250,4,2780,1
438400,2,1340,1
1.70E+06,5,4930,2
703000,3,1360,1.5
262000,3,1320,1
353000,3,1210,1
500000,4,1940,2
1.28E+06,4,3160,1.5
332000,4,1980,2
824000,4,2320,1
290000,4,1660,1
700000,3,1660,2
550000,2,1080,1
549000,2,1510,1.5
1.87E+06,4,2950,1
858000,4,3070,2
345000,2,970,1
340000,4,2140,2.5
1.22E+06,4,2570,2.5
275000,3,1260,3
405000,3,1220,1
432500,3,1720,2
236500,4,2140,1.5
679000,4,1420,1.5
543000,4,2060,2
294000,3,1320,1
340500,3,1810,1
1.01E+06,4,2980,2
335000,2,1350,1
425000,3,1540,1
353000,3,2510,2
540000,3,1670,2
640000,5,3690,2
339950,3,1320,1
195000,3,1510,1
322000,3,1510,1
660000,4,1870,1
280000,6,2400,2
300000,6,2400,2
207500,3,1170,1
195000,3,1190,1
700000,3,2080,1
560000,4,2150,1
260000,3,1580,1
575000,3,1580,1
475000,3,2370,2
285000,3,1840,1
753888,4,2660,2
650000,3,2190,2
620000,3,1660,1.5
526000,3,1780,1
155000,2,700,1
342000,4,1570,1
390000,3,1220,1
685000,3,3150,2
608000,4,2690,2
179900,2,680,1
1.25E+06,6,3750,2
166000,3,1010,1
462000,3,1710,1.5
545000,4,2090,2
415000,3,1560,1.5
269000,3,1560,2
356500,4,2570,2
225000,3,1010,1
175000,2,1020,1
549000,5,1710,2
535000,3,2300,2
627000,4,1990,1
565000,3,2730,2.5
392450,4,2195,1
509000,2,1560,1
340000,3,1400,1
537000,3,1400,1
865000,4,3690,2
358000,2,1140,1
595000,4,1920,1.5
661000,4,2496,2
419950,3,2280,1
490000,4,3200,2
525000,2,880,1
350000,3,1320,3
552500,3,2450,2
210000,3,1040,1
390000,3,2480,2
336800,5,1830,1.5
465000,3,1440,2
299900,4,1580,2
715000,3,3230,2
235000,4,1810,1
276000,3,2495,2
265000,4,1740,1
425000,3,1680,1
313000,4,2460,2
715000,3,3050,1
265000,3,1630,2
646000,3,2460,2
175000,3,1030,1
649000,3,3410,1
785000,3,2310,1
890000,4,2610,1
612000,3,2330,1
330000,4,2980,2
493000,3,1790,1
1.60E+06,4,2940,1
1.62E+06,4,3900,1
1.65E+06,4,3900,1
499000,3,1750,2.5
603500,6,2660,1
530000,2,1580,1
895000,5,2350,1
267345,4,2510,1
275000,3,1480,2
439950,3,1720,1
455000,3,1470,2
630000,3,1540,1
690000,3,2820,2
212000,4,1250,1
231500,4,2080,1
1.24E+06,4,5180,2
378500,3,2860,2
482000,4,2710,2
695000,2,1140,1
965000,4,4070,2
675000,3,1710,1
387000,3,1340,1
347500,4,2290,2
385000,3,1860,1
265000,3,1080,1
406000,3,960,1
134000,2,980,2
415000,3,1500,2
375000,3,1440,1
620000,4,2580,2
337500,5,2070,2
565000,3,1880,1
399500,3,2420,2
1.07E+06,2,1890,2
352500,3,1920,1
259000,3,1870,1
320000,2,900,1
733000,3,2160,2
381500,2,900,1
343000,2,1180,1
205500,2,900,1
